label,qid,track,start,end,score,desc
Louis IX of France,Q346,78,1214,1270,87,King of France from 1226 to 1270 (1214–1270)
Henry III of England,Q160311,79,1207,1272,74,King of England from 1216 to 1272
Nasir al-Din al-Tusi,Q302835,80,1201,1273,65,Persian astronomer (1201–1274)
Rumi,Q43347,81,1207,1273,117,Iranian poet
Bonaventure,Q43746,82,1221,1274,64,"Franciscan, bishop, cardinal, Doctor of the Church, Catholic saint"
Thomas Aquinas,Q9438,83,1225,1274,162,"Italian Dominican friar, philosopher, Catholic priest, and Doctor of the Church (1225–1274)"
Madhvacharya,Q335371,84,1190,1278,50,13th century Hindu Dvaita philosopher
Ottokar II of Bohemia,Q150320,85,1233,1278,48,King of Bohemia (1253-1278)
Albertus Magnus,Q60059,86,1193,1280,78,German-Dominican friar and saint (c. 1200–1280)
Alfonso X of Castile,Q47595,87,1221,1284,59,King of Castile from 1252 to 1284
Peter III of Aragon,Q312311,88,1239,1285,49,King of Aragon and Valencia (1276–85); King of Sicily (1282–85)
Philip III of France,Q172203,89,1245,1285,67,king of France from 1270 to 1285 (1245–1285)
Saadi Shirazi,Q170302,90,1210,1291,82,Persian poet
Rudolf I of Germany,Q76956,91,1218,1291,60,"count of Habsburg, king of Germany (1218–1291)"
Roger Bacon,Q171677,92,1220,1292,72,"English polymath, philosopher and friar (c.1219/20–c.1292)"
Kublai Khan,Q7523,93,1215,1294,102,"founding emperor of the Yuan dynasty, grandson of Genghis Khan (1215–1294)"
Cimabue,Q15790,94,1240,1302,59,Italian artist (1240–1302)
Arnolfo di Cambio,Q315249,95,1240,1302,43,Italian architect and sculptor (1240–1302)
Pope Boniface VIII,Q134646,96,1235,1303,74,pope of the Catholic Church from 1294 to 1303
William Wallace,Q82457,97,1270,1305,82,Scottish knight and leading figure in the First War of Scottish Independence
Wenceslaus II of Bohemia,Q155581,98,1271,1305,44,King of Bohemia and Poland
Edward I,Q57798,99,1239,1307,82,King of England from 1272 to 1307
Duns Scotus,Q190089,100,1265,1308,67,Scottish Franciscan friar and philosopher (c. 1265/66–1308)
"Henry VII, Holy Roman Emperor",Q152717,101,1275,1313,51,King of the Romans from 1308 to 1313 (1275–1313)
Philip IV of France,Q130969,102,1268,1314,79,King of France from 1285 to 1314 (1268–1314)
Ramon Llull,Q193660,103,1232,1316,61,Majorcan writer and philosopher (c.1232–1315/6)
Louis X of France,Q8384,104,1289,1316,65,King of France from 1314 to 1316
Rashid al-Din Hamadani,Q328782,105,1247,1318,55,Persian physician and historian (1247-1318)
Duccio,Q15792,106,1255,1319,63,Italian painter
Dante Alighieri,Q1067,107,1265,1321,200,"Florentine poet, writer, and philosopher (c. 1265–1321)"
Philip V of France,Q8433,108,1293,1322,59,King of France and Navarre (r. 1316-1322)
Marco Polo,Q6101,109,1254,1324,184,Venetian explorer and merchant who travelled through Asia (1254–1324)
Amir Khusrau,Q207817,110,1253,1325,70,"Indian poet, writer, singer and scholar (1253–1325)"
Osman I,Q83100,111,1258,1326,98,founder of the Ottoman Empire (died 1323/4)
Edward II,Q5236,112,1284,1327,73,King of England from 1307 to 1327
Ibn Taymiyya,Q491558,113,1263,1328,66,"Islamic scholar, jurist and philosopher (1263–1328)"
Charles IV of France,Q174964,114,1294,1328,64,King of France and Navarre from 1322 to 1328 (1294–1328)
Robert the Bruce,Q187312,115,1274,1329,73,King of Scotland (1306–1329)
Pope John XXII,Q165568,116,1244,1334,72,pope of the Catholic Church from 1316 to 1334
Giotto,Q7814,117,1267,1337,93,Italian painter and architect (c. 1267–1337)
Mansa Musa,Q309333,118,1280,1337,79,14th-century emperor (mansa) of the Mali Empire
Gediminas,Q244852,119,1275,1341,49,Grand Duke of Lithuania (1316-1341)
"Louis IV, Holy Roman Emperor",Q57161,120,1282,1347,57,Duke of Bavaria and Holy Roman Emperor
Ambrogio Lorenzetti,Q211562,121,1290,1348,47,Italian painter (1290-1348)
William of Ockham,Q43936,122,1285,1349,79,English Franciscan friar and theologian (c.1287–1347)
Philip VI of France,Q170586,123,1293,1350,68,King of France from 1328 to 1350
Stefan Dušan,Q207303,0,1308,1355,47,emperor of Serbia 1331–1355
Jean Buridan,Q275500,1,1295,1358,46,medieval philosopher (ca. 1300-1358)
John II of France,Q169992,2,1319,1364,65,monarch of the House of Valois who ruled as King of France from 1350 until his death
Ibn Battuta,Q7331,3,1304,1368,146,14th century Muslim Maghrebi scholar and explorer
Ibn Kathir,Q369690,4,1301,1373,45,"Syrian Islamic historian, exegete and scholar (c.1300–1373)"
Petrarch,Q1401,5,1304,1374,112,Italian scholar and poet (1304-1374)
Giovanni Boccaccio,Q1402,6,1313,1375,111,Italian author and poet (1313–1375)
Edward the Black Prince,Q184854,7,1330,1376,60,Prince of Wales (1330-1376)
Guillaume de Machaut,Q200580,8,1300,1377,54,Medieval French composer and poet (c. 1300–1377)
Edward III,Q129247,9,1312,1377,79,King of England from 1327 to 1377
"Charles IV, Holy Roman Emperor",Q155669,10,1316,1378,75,Holy Roman Emperor
Charles V of France,Q167782,11,1338,1380,72,King of France from 1364 to 1380 (1338–1380)
Catherine of Siena,Q229190,12,1347,1380,67,Italian Dominican saint (1347-1380)
Louis I of Hungary,Q53998,13,1326,1382,55,"King of Hungary, Poland and Croatia"
John Wycliffe,Q173893,14,1320,1384,69,English theologian and early dissident in the Roman Catholic Church
Pope Urban VI,Q171626,15,1318,1389,72,pope of the Catholic Church from 1378 to 1389 (1318–1389)
Hafez,Q6240,16,1326,1389,135,Persian poet and mystic (1325–1389)
Murad I,Q96261,17,1326,1389,74,third Ottoman sultan (1362–1389)
Dmitry Donskoy,Q188995,18,1350,1389,61,Prince of Moscow
Antipope Clement VII,Q320371,19,1342,1394,40,antipope from 1378 to 1394
Hongwu Emperor,Q9957,20,1328,1398,61,founding emperor of China's Ming dynasty; ruled 1368–1398
John of Gaunt,Q193752,21,1340,1399,55,English magnate of the House of Plantagenet (1340-1399)
Jadwiga of Poland,Q53449,22,1374,1399,58,Queen of Poland (1384–1399)
Geoffrey Chaucer,Q5683,23,1343,1400,144,14th century English poet and author (1343–1400)
Richard II of England,Q81000,24,1367,1400,71,King of England from 1377 to 1399
Timur,Q8462,25,1336,1405,143,the founder of the Timurid Empire (1370–1405)
Ibn Khaldun,Q9294,26,1332,1406,138,Arab historiographer and historian
Tokhtamysh,Q309585,27,1342,1406,50,Khan of the Golden Horde
Taejo of Joseon,Q378483,28,1335,1408,46,the first king of Joseon Dynasty in Korean history
Margaret I of Denmark,Q202266,29,1353,1412,63,"Queen of Denmark, Norway, and Sweden"
Owain Glyndŵr,Q317279,30,1354,1415,41,Prince of Wales
Jan Hus,Q43977,31,1369,1415,84,"Czech theologian, philosopher and preacher (1369-1415)"
Mircea the Elder,Q322043,32,1355,1418,35,Ruler of Wallachia
Antipope John XXIII,Q294599,33,1370,1419,49,Italian bishop; Pisan antipope (1410–1415)
Charles VI of France,Q160349,34,1368,1422,75,King of France from 1380 to 1422 (1368–1422)
Henry V of England,Q131581,35,1386,1422,80,King of England from 1413 to 1422
Masaccio,Q5811,36,1401,1428,76,Italian painter (1401-1428)
Vytautas the Great,Q218186,37,1352,1430,52,Grand Duke of Lithuania
Pope Martin V,Q169612,38,1369,1431,73,pope of the Catholic Church from 1417 to 1431
Joan of Arc,Q7226,39,1412,1431,161,"French folk heroine (1412–1431), military leader who crowned Charles VII and Roman Catholic saint, canonized 500 years after her death"
Zheng He,Q7333,40,1371,1433,145,"Chinese mariner, explorer, and diplomat"
Władysław II Jagiełło,Q54049,41,1362,1434,70,King of Poland and Grand Duke of Lithuania
Jan van Eyck,Q102272,42,1390,1441,80,Flemish painter (c.1390–1441)
Filippo Brunelleschi,Q174330,43,1377,1446,67,"Italian architect, sculptor and engineer"
Ulugh Beg,Q486088,44,1394,1449,75,"Timurid sultan, astronomer and mathematician (1394–1449)"
Sejong the Great,Q37682,45,1397,1450,69,"fourth king of Joseon (Korea), creator of Hangul"
Lorenzo Ghiberti,Q208125,46,1378,1455,50,Italian sculptor and architect (1378–1455)
Fra Angelico,Q5664,47,1400,1455,73,Italian Early Renaissance painter
Erik of Pomerania,Q161958,48,1381,1459,47,"King of Norway, Denmark, Sweden, Kalmar Union"
Pachacuti,Q213758,49,1380,1460,46,11th Inca Emperor
Prince Henry the Navigator,Q182897,50,1394,1460,66,Portuguese prince and governor (1394–1460)
Charles VII of France,Q133372,51,1403,1461,74,monarch of the House of Valois who ruled as King of France
François Villon,Q849,52,1431,1463,75,French poet and criminal
Cosimo de' Medici,Q48544,53,1389,1464,56,First ruler of the Medici political dynasty (1389–1464)
Rogier van der Weyden,Q68631,54,1390,1464,61,early Netherlandish painter (c. 1399–1464)
Donatello,Q37562,55,1386,1466,103,Early Renaissance Italian sculptor (1386–1466)
Johannes Gutenberg,Q8958,56,1400,1468,168,German inventor and craftsman (1400-1468)
Skanderbeg,Q160614,57,1405,1468,78,Albanian noble and military commander (1405–1468)
Henry VI of England,Q160337,58,1421,1471,72,"King of England from 1422 to 1461 and from 1470 to 1471, disputed King of France from 1422 to 1453"
Vlad the Impaler,Q43715,59,1431,1476,84,15th-century ruler of Wallachia
Mehmed II,Q34503,60,1432,1481,108,"seventh Sultan of the Ottoman Empire (1444–1446, 1451–1481)"
Louis XI,Q8058,61,1423,1483,75,king of France from 1461 to 1483 (1423–1483)
Edward IV,Q160341,62,1442,1483,74,King of England from 1461 to 1470 and 1471 to 1483
Pope Sixtus IV,Q163514,63,1414,1484,77,pope of the Catholic Church from 1471 to 1484
Jami,Q312458,64,1414,1492,66,Persian poet (1414–1492)
Piero della Francesca,Q5822,65,1415,1492,67,Italian painter and mathematician (c. 1416–1492)
Casimir IV Jagiellon,Q53459,66,1427,1492,49,King of Poland and Grand Duke of Lithuania
Lorenzo de' Medici,Q177854,67,1449,1492,75,"Italian politician, literary man and humanist"
"Frederick III, Holy Roman Emperor",Q150966,68,1415,1493,63,Holy Roman Emperor and Austrian archduke and duke (1452–1493)
Tomás de Torquemada,Q210735,69,1420,1498,52,Grand Inquisitor of Spain (1420-1498)
Pope Alexander VI,Q108316,70,1431,1503,93,pope of the Catholic Church 1492–1503 from the Borgia family (1430/32-1503)
Isabella I of Castile,Q45859,71,1451,1504,97,"queen of the Crown of Castile, from 1474 to 1504; first queen of a dynastically-united Spain, from 1479 to 1504 (1451–1504)"
Christopher Columbus,Q7322,72,1451,1506,215,"Italian navigator, explorer, and colonist (1451–1506)"
Gentile Bellini,Q290407,73,1429,1507,49,Italian painter of the renaissance (1429–1507)
Sandro Botticelli,Q5669,74,1445,1510,104,Italian painter (1445–1510)
Bayezid II,Q165983,75,1447,1512,72,the eighth Sultan of the Ottoman Empire (1481–1512)
Amerigo Vespucci,Q47674,76,1454,1512,107,"Florentine explorer, financier, navigator and cartographer"
Pope Julius II,Q80516,77,1443,1513,89,pope of the Catholic Church from 1503 to 1513 (1443–1513)
Giovanni Bellini,Q17169,78,1430,1516,68,15th- and 16th-century Italian Renaissance painter (1430–1516)
Hieronymus Bosch,Q130531,79,1450,1516,87,Dutch painter (c. 1450–1516)
Leonardo da Vinci,Q762,80,1452,1519,243,Italian Renaissance polymath (1452−1519)
Pedro Álvares Cabral,Q174432,81,1467,1520,81,Portuguese military commander and explorer (c.1467/8 – c.1521)
Raphael,Q5597,82,1483,1520,179,Italian painter and architect (1483–1520)
Ferdinand Magellan,Q1496,83,1480,1521,182,Portuguese explorer in the service of Spain
Vasco da Gama,Q7328,84,1469,1524,172,Portuguese explorer (c. 1460s – 1524)
Niccolò Machiavelli,Q1399,85,1469,1527,157,Italian diplomat and political and military theorist (1469–1527)
Albrecht Dürer,Q5580,86,1471,1528,165,"German painter, printmaker, mathematician, and theorist (1471-1528)"
Thomas More,Q42544,87,1478,1535,98,"English statesman, lawyer and philosopher (1478–1535)"
Erasmus,Q43499,88,1466,1536,104,"Dutch Renaissance humanist, Catholic priest, and theologian (1466-1536)"
Anne Boleyn,Q80823,89,1507,1536,92,second wife of Henry VIII of England (died 1536)
Guru Nanak,Q83322,90,1469,1539,95,First Sikh Guru and founder of Sikhism
Francisco Pizarro,Q44741,91,1478,1541,87,Spanish conquistador who conquered the Inca Empire
Nicolaus Copernicus,Q619,92,1473,1543,179,Polish mathematician and astronomer (1473-1543)
Martin Luther,Q9554,93,1483,1546,198,German priest and theologian (1483–1546)
Hernán Cortés,Q7326,94,1485,1547,154,Spanish conquistador
Henry VIII,Q38370,95,1491,1547,109,King of England from 1509 to 1547 (1491–1547)
François Rabelais,Q131018,96,1494,1553,95,16th-century French writer and humanist (1494–1553)
Edward VI,Q83229,97,1537,1553,87,king of England and Ireland from 1547 to 1553
Jacques Cartier,Q7321,98,1491,1557,153,Breton maritime explorer of North America (1491–1557)
"Charles V, Holy Roman Emperor",Q32500,99,1500,1558,105,Holy Roman Emperor from 1519 to 1556 (1500–1558)
Mary I,Q82674,100,1516,1558,93,Queen of England and Ireland from 1553 to 1558
Michelangelo,Q5592,101,1475,1564,215,Italian artist and architect (1475-1564)
John Calvin,Q37577,102,1509,1564,112,French Protestant reformer (1509-1564)
Suleiman the Magnificent,Q8474,103,1494,1566,137,the tenth and greatest Sultan of Ottoman Empire (1520–1566)
Nostradamus,Q39978,104,1503,1566,103,French seer and astrologer (1503–1566)
Pieter Bruegel the Elder,Q43270,105,1525,1569,84,Flemish painter (1526–1569)
Giorgio Vasari,Q128027,106,1511,1574,78,"Italian painter, architect, writer and historian (1511-1574)"
Titian,Q47551,107,1488,1576,98,Italian painter (c.1490–1576)
Luís de Camões,Q590,108,1524,1580,91,16th-century Portuguese poet
Teresa of Ávila,Q174880,109,1515,1582,77,Roman Catholic saint (1515-1582)
Oda Nobunaga,Q171411,110,1534,1582,76,Japanese samurai and warlord (1534–1582)
Ivan the Terrible,Q7996,111,1530,1584,108,Tsar and Grand Duke of all Rus' from 1547 to 1584
Pope Gregory XIII,Q83029,112,1502,1585,89,pope of the Catholic Church from 1572 to 1585 (1502–1585)
Mimar Sinan,Q5600,113,1490,1588,133,16th-century Ottoman chief architect and civil engineer
Paolo Veronese,Q9440,114,1528,1588,73,Italian painter of the Renaissance (1528–1588)
Catherine de' Medici,Q131552,115,1519,1589,80,queen-consort and regent of France (1519–1589)
Henry III of France,Q53448,116,1551,1589,72,King of France from 1574 to 1589 (1551-1589)
Michel de Montaigne,Q41568,117,1533,1592,90,"French author, philosopher, and statesman (1533–1592)"
Tintoretto,Q9319,118,1518,1594,78,Renaissance painter (1518/1519–1594)
Giovanni Pierluigi da Palestrina,Q179277,119,1525,1594,109,Italian Renaissance composer (c. 1525–1594)
Francis Drake,Q36517,120,1540,1596,112,English sailor and privateer (c. 1540 – 1596)
Willem Barentsz,Q133060,121,1550,1597,78,"Dutch navigator, cartographer, and Arctic explorer (1550–1597)"
Philip II of Spain,Q34417,122,1527,1598,98,"King of Spain, Portugal, Naples and Sicily; King consort of England, lived 1527-1598"
Giordano Bruno,Q36330,123,1548,1600,113,"Italian Dominican friar, philosopher and mathematician (1548–1600)"
Elizabeth I,Q7207,124,1533,1603,158,Queen of England and Ireland from 1558 to 1603
Akbar,Q8597,0,1542,1605,156,the third and greatest Mughal emperor from 1556 to 1605
Boris Godunov,Q170172,1,1552,1605,71,Russian Tsar (1598–1605)
Henry IV of France,Q936976,2,1553,1610,88,King of Navarre from 1572 to 1610 and King of France from 1589 to 1610 (1553-1610)
Caravaggio,Q42207,3,1571,1610,104,Italian painter (1571–1610)
El Greco,Q301,4,1541,1614,107,"Greek artist, painter, sculptor and architect (1541–1614)"
Miguel de Cervantes,Q5682,5,1547,1616,188,"Spanish novelist, poet, and playwright (1547-1616)"
William Shakespeare,Q692,6,1564,1616,235,English playwright and poet (1564–1616)
John Napier,Q159592,7,1550,1617,80,"Scottish mathematician, physicist, and astronomer (1550–1617)"
James VI and I,Q79972,8,1566,1625,88,"King of Scotland from 1566 to 1625, King of England and Ireland from 1603 to 1625"
Francis Bacon,Q37388,9,1561,1626,119,English philosopher and statesman (1561–1626)
Abbas the Great,Q171349,10,1571,1629,78,Shah of Safavid Iran (1587–1629)
Johannes Kepler,Q8963,11,1571,1630,153,German mathematician and astronomer (1571–1630)
Lope de Vega,Q165257,12,1562,1635,97,Spanish playwright and poet (1562-1635)
Iskandar Muda,Q375774,13,1583,1636,75,Sultan of Aceh
Peter Paul Rubens,Q5599,14,1577,1640,156,Flemish painter (1577–1640)
Murad IV,Q174762,15,1612,1640,71,the 17th Sultan of the Ottoman Empire (1623–1640)
Galileo Galilei,Q307,16,1564,1642,210,Italian polymath (1564-1642)
Cardinal Richelieu,Q26702,17,1585,1642,82,"French clergyman, cardinal, noble and statesman (1585-1642)"
Hugo Grotius,Q154959,18,1583,1645,75,Dutch jurist and scholar (1583-1645)
Miyamoto Musashi,Q193344,19,1584,1645,73,"Japanese swordsman, philosopher, strategist, writer, artist, and rōnin (1584–1645)"
Charles I of England,Q81506,20,1600,1649,96,"King of England, Scotland, and Ireland from 1625 to 1649 (1600-1649)"
René Descartes,Q9191,21,1596,1650,182,"French philosopher, mathematician, and scientist (1596–1650)"
William Harvey,Q93128,22,1578,1657,83,English physician (1578-1657)
Oliver Cromwell,Q44279,23,1599,1658,99,English military and political leader (1599–1658)
Abel Tasman,Q42188,24,1603,1659,101,"Dutch seafarer, explorer and merchant (1603–1659)"
Diego Velázquez,Q297,25,1599,1660,157,Spanish painter (1599-1660)
Blaise Pascal,Q1290,26,1623,1662,137,"French mathematician, physicist, inventor, writer, and Christian philosopher (1623-1662)"
Nicolas Poussin,Q41554,27,1594,1665,81,French painter (1594-1665)
Pierre de Fermat,Q75655,28,1601,1665,98,French mathematician and lawyer
Shah Jahan,Q83672,29,1592,1666,94,the fifth Mughal Emperor from 1628 to 1658
Rembrandt,Q5598,30,1606,1669,183,Dutch painter and printmaker (1606–1669)
Molière,Q687,31,1622,1673,171,French playwright and actor (1622–1673)
John Milton,Q79759,32,1608,1674,107,English poet and civil servant (1608–1674)
Johannes Vermeer,Q41264,33,1632,1675,108,Dutch painter (1632–1675)
Baruch Spinoza,Q35802,34,1632,1677,123,Dutch philosopher (1632-1677)
Thomas Hobbes,Q37621,35,1588,1679,110,English philosopher (1588–1679)
Evliya Çelebi,Q202308,36,1611,1682,61,Turkish traveler and writer (1611–1682)
Bartolomé Esteban Murillo,Q192062,37,1617,1682,77,Spanish Baroque painter (1617–1682)
Johannes Hevelius,Q57963,38,1611,1687,61,astronomer setting up the cartography of the Moon
Robert Boyle,Q43393,39,1627,1691,102,"Anglo-Irish natural philosopher, chemist, physicist, and inventor"
Matsuo Bashō,Q5676,40,1644,1694,171,Japanese poet (1644–1694)
Matsuo Basho,Q5676,41,1644,1694,171,Japanese poet (1644–1694)
Jean de La Fontaine,Q49496,42,1621,1695,90,"French poet, fabulist and writer (1621–1695)"
Christiaan Huygens,Q39599,43,1629,1695,101,"Dutch mathematician, physicist and astronomer (1629–1695)"
Juana Inés de la Cruz,Q183074,44,1651,1695,65,"Mexican writer, philosopher, playwright and poet"
Henry Purcell,Q9695,45,1659,1695,63,English composer (1659–1695)
Charles II of Spain,Q36174,46,1661,1700,80,"king of Spain, lived (1661-1700)"
William III of England,Q129987,47,1650,1702,80,"King of England, Scotland, and Ireland from 1689 to 1702 (1650-1702)"
John Locke,Q9353,48,1632,1704,151,English philosopher and physician (1632-1704)
Jacob Bernoulli,Q122392,49,1655,1705,73,Swiss mathematician (1655-1705)
Aurangzeb,Q485547,50,1618,1707,85,the sixth Mughal Emperor from 1658 to 1707
"Anne, Queen of Great Britain",Q119702,51,1665,1714,89,Queen of Great Britain and Ireland from 1702 to 1714 (1665–1714)
Louis XIV,Q7742,52,1638,1715,146,King of France and of Navarre from 1643 to 1715 (1638-1715)
Gottfried Wilhelm Leibniz,Q9047,53,1646,1716,159,German mathematician and philosopher (1646–1716)
Pope Clement XI,Q129967,54,1649,1721,77,pope of the Catholic Church from 1700 to 1721
Antonie van Leeuwenhoek,Q43522,55,1632,1723,102,"Dutch scientist known as ""the Father of Microbiology"", and one of the first microscopists (1632–1723)"
Peter the Great,Q8479,56,1672,1725,158,Tsar/Emperor of Russia from 1682 to 1725
Isaac Newton,Q935,57,1642,1727,238,English mathematician and physicist (1642-1727)
George I of Great Britain,Q130805,58,1660,1727,83,King of Great Britain and Ireland from 1714 to 1727
Daniel Defoe,Q40946,59,1660,1731,104,"English trader, writer, and journalist (1660–1731)"
Ahmed III,Q199482,60,1673,1736,69,23th Sultan of Ottoman Empire (1703–1730)
Anna of Russia,Q160165,61,1693,1740,73,The fourth Emperor of Russia (1730–1740)
Antonio Vivaldi,Q1340,62,1678,1741,153,Italian composer and violinist (1678-1741)
Vitus Bering,Q127641,63,1681,1741,84,Danish-born Russian explorer (1681-1741)
Edmond Halley,Q47434,64,1656,1742,92,"English astronomer, mathematician, geophysicist, meteorologist and physicist (1656–1742)"
Anders Celsius,Q81130,65,1701,1744,96,"Swedish astronomer, physicist, and naturalist (1701-1744)"
Jonathan Swift,Q41166,66,1667,1745,102,Anglo-Irish satirist and essayist (1667–1745)
Robert Walpole,Q104190,67,1676,1745,83,"British statesman and art collector, 1st Earl of Orford (1676–1745)"
"Charles VII, Holy Roman Emperor",Q76736,68,1697,1745,65,Holy Roman Emperor
Johann Sebastian Bach,Q1339,69,1685,1750,222,German composer (1685–1750)
George Berkeley,Q82049,70,1685,1753,87,Irish idealist philosopher and Anglican bishop (1685–1753)
Montesquieu,Q15975,71,1689,1755,107,French philosopher (1689–1755)
Pope Benedict XIV,Q126711,72,1675,1758,82,pope of the Catholic Church from 1740 to 1758
Canaletto,Q182664,73,1697,1758,70,Italian painter of landscapes (1697–1768)
George Frideric Handel,Q7302,74,1685,1759,139,German-British Baroque composer (1685–1759)
William Hogarth,Q171344,75,1697,1764,73,"English painter, printmaker, pictorial satirist, social critic and editorial cartoonist (1697-1764)"
Louis XV,Q7738,76,1710,1774,96,King of France and of Navarre from 1715 to 1774 (1710–1774)
David Hume,Q37160,77,1711,1776,111,"Scottish philosopher, economist, and historian (1711-1776)"
Voltaire,Q9068,78,1694,1778,179,"French writer, historian and philosopher (1694–1778)"
Carl Linnaeus,Q1043,79,1707,1778,187,"Swedish botanist, physician, and zoologist (1707–1778)"
Jean-Jacques Rousseau,Q6527,80,1712,1778,162,"Genevan philosopher, writer, and composer (1712-1778)"
James Cook,Q7324,81,1728,1779,170,"British explorer, cartographer and naval officer (1728–1779)"
Daniel Bernoulli,Q122366,82,1700,1782,84,Swiss mathematician (1700-1782)
Leonhard Euler,Q7604,83,1707,1783,165,"Swiss mathematician, physicist, and engineer (1707–1783)"
Denis Diderot,Q448,84,1713,1784,102,French Enlightenment philosopher writer and encyclopædist (1713–1784)
Frederick the Great,Q33550,85,1712,1786,95,King of Prussia from 1740 to 1786 (1712-1786)
Benjamin Franklin,Q34969,86,1706,1790,144,American polymath and statesman (1706–1790)
Adam Smith,Q9381,87,1723,1790,170,Scottish moral philosopher and political economist (1723–1790)
Wolfgang Amadeus Mozart,Q254,88,1756,1791,231,Austrian composer of the Classical period (1756-1791)
Louis XVI,Q7732,89,1754,1793,111,"King of France and Navarre from 1774 to 1791, then King of the French from 1791 to 1792 (1754-1793)"
Antoine Lavoisier,Q39607,90,1743,1794,110,French nobleman and chemist (1743–1794)
Catherine the Great,Q36450,91,1729,1796,121,The eighth and greatest Emperor of Russia (r. 1762–1796)
Edmund Burke,Q165792,92,1729,1797,83,"Anglo-Irish statesman, political theorist and conservative philosopher (1729–1797)"
George Washington,Q23,93,1732,1799,217,founding Father and first U.S. president; soldier and slave owner (1732–1799)
Immanuel Kant,Q9312,94,1724,1804,184,German philosopher (1724-1804)
Friedrich Schiller,Q22670,95,1759,1805,116,"German playwright, poet, philosopher and historian (1759–1805)"
Joseph Haydn,Q7349,96,1732,1809,137,Austrian composer (1732–1809)
Jane Austen,Q36322,97,1775,1817,146,English novelist (1775–1817)
James Watt,Q9041,98,1736,1819,147,British engineer (1736–1819)
Napoleon,Q517,99,1769,1821,220,"French military leader, French Emperor 1804–1814 and again in 1815 (1769–1821)"
William Herschel,Q14277,100,1738,1822,102,German-born British astronomer and composer (1738–1822)
Lord Byron,Q5679,101,1788,1824,154,English Romantic poet and lyricist (1788–1824)
John Adams,Q11806,102,1735,1826,155,"Founding Father, U.S. president from 1797 to 1801"
Thomas Jefferson,Q11812,103,1743,1826,165,president of the United States from 1801 to 1809 (1743–1826)
Alessandro Volta,Q680,104,1745,1827,108,"Italian physicist, chemist, and pioneer of electricity and power (1745-1827)"
Ludwig van Beethoven,Q255,105,1770,1827,218,German composer (1770-1827)
Francisco Goya,Q5432,106,1746,1828,165,Spanish painter and printmaker (1746–1828)
Franz Schubert,Q7312,107,1797,1828,146,Austrian composer (1797–1828)
Joseph Fourier,Q8772,108,1768,1830,120,French mathematician and physicist (1768 – 1830)
Simón Bolívar,Q8605,109,1783,1830,154,Venezuelan statesman and military officer (1783–1830)
James Monroe,Q11815,110,1758,1831,141,president of the United States from 1817 to 1825 (1758–1831)
Georg Wilhelm Friedrich Hegel,Q9235,111,1770,1831,142,German philosopher and theologian (1770–1831)
Johann Wolfgang von Goethe,Q5879,112,1749,1832,196,"German writer, artist, natural scientist and politician (1749–1832)"
James Madison,Q11813,113,1751,1836,143,President of the United States from 1809 to 1817 (1751–1836)
Alexander Pushkin,Q7200,114,1799,1837,179,"Russian poet, playwright, and novelist (1799–1837)"
William Henry Harrison,Q11869,115,1773,1841,132,president of the United States in 1841
Andrew Jackson,Q11817,116,1767,1845,140,president of the United States from 1829 to 1837
John Quincy Adams,Q11816,117,1767,1848,140,President of the United States from 1825 to 1829
Hokusai,Q5586,118,1760,1849,164,Japanese artist (1760-1849)
James K. Polk,Q11891,119,1795,1849,133,President of the United States from 1845 to 1849 (1795–1849)
Edgar Allan Poe,Q16867,120,1809,1849,154,American writer and literary critic (1809–1849)
Frédéric Chopin,Q1268,121,1810,1849,173,Polish composer and pianist (1810–1849)
Zachary Taylor,Q11896,122,1784,1850,132,president of the United States from 1849 to 1850
Carl Friedrich Gauss,Q6722,0,1777,1855,164,German mathematician and physicist (1777–1855)
Martin Van Buren,Q11820,1,1782,1862,135,president of the United States from 1837 to 1841
Abraham Lincoln,Q91,2,1809,1865,208,president of the United States from 1861 to 1865 (1809-1865)
Jean-Auguste-Dominique Ingres,Q23380,3,1780,1867,123,French painter (1780–1867)
Michael Faraday,Q8750,4,1791,1867,154,British scientist (1791–1867)
James Buchanan,Q12325,5,1791,1868,133,president of the United States from 1857 to 1861
Charles Dickens,Q5686,6,1812,1870,175,English novelist and social critic (1812–1870)
Hans Christian Andersen,Q5673,7,1805,1875,185,Danish writer and poet (1805–1875)
James Clerk Maxwell,Q9095,8,1831,1879,139,Scottish physicist (1831–1879)
Fyodor Dostoevsky,Q991,9,1821,1881,185,Russian novelist (1821–1881)
Charles Darwin,Q1035,10,1809,1882,213,English naturalist and biologist (1809-1882)
Richard Wagner,Q1511,11,1813,1883,164,German composer (1813–1883)
Karl Marx,Q9061,12,1818,1883,214,German-born philosopher (1818-1883)
Victor Hugo,Q535,13,1802,1885,187,"French novelist, poet, dramatist and politician (1802–1885)"
Ulysses S. Grant,Q34836,14,1822,1885,139,president of the United States from 1869 to 1877
Vincent van Gogh,Q5582,15,1853,1890,218,Dutch painter (1853–1890)
Pyotr Ilyich Tchaikovsky,Q7315,16,1840,1893,166,Russian composer (1840–1893)
Friedrich Engels,Q34787,17,1820,1895,131,"German philosopher, sociologist and economist (1820–1895)"
Louis Pasteur,Q529,18,1822,1895,171,French chemist and microbiologist (1822-1895)
Alfred Nobel,Q23810,19,1833,1896,163,Swedish chemist and inventor (1833–1896)
Johannes Brahms,Q7294,20,1833,1897,138,German composer (1833–1897)
